scenario,arm,phase,opIndex,latencyMs,metaRefresh,hedgeFired,winningRegion,skipReason
S4-GoodCold+Degraded,PR,Degraded,4215,1078.52,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,4421,121.82,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4408,121.86,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4409,106.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4381,124.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4378,125.33,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4377,110.42,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4371,125.66,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4364,108.53,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4323,123.77,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4321,124.83,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4282,294.27,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,4319,124.49,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4275,324.33,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,4318,124.33,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4312,123.82,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4305,124.73,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4290,123.17,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4267,120.72,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4258,121.49,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4246,122.04,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4243,122.31,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4203,109.14,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4197,124.06,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4188,122.99,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4183,122.43,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4147,306.73,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,4065,799.25,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,4184,107.10,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4062,769.27,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,4143,306.50,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,4174,123.33,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4135,306.50,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,4125,138.64,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4117,124.85,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3916,1034.68,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,4110,123.58,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3912,1049.02,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,4107,122.16,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4075,306.18,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,4100,121.35,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4091,121.05,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4088,122.26,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4057,123.68,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,4049,124.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3977,290.90,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3973,122.24,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3800,875.34,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3964,122.10,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3965,122.08,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3771,1014.97,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3924,294.33,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3958,122.87,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3955,123.36,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3956,123.29,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3960,107.48,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3939,125.87,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3895,293.98,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3934,109.71,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3885,293.08,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3875,293.01,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3911,123.34,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3752,827.00,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3770,705.08,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3892,137.62,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3894,122.27,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3845,276.36,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3865,108.10,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3856,123.01,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3848,122.44,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3684,981.53,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3813,290.22,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3843,122.37,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3842,122.45,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3836,121.92,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3795,320.24,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3830,137.02,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3832,106.68,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3824,121.70,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3779,322.23,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3780,306.74,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3812,122.25,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3799,136.79,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3792,122.20,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3773,124.65,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3597,1091.99,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3766,123.39,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3760,123.85,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3763,108.29,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3714,292.18,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3751,121.58,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3736,136.87,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3742,121.95,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3705,308.12,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3735,105.77,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3712,109.23,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3703,124.29,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3667,306.61,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3696,138.53,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3692,122.82,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3680,121.39,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3642,306.12,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3665,137.46,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3515,675.61,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3618,138.48,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3606,138.94,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3423,1046.97,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3594,108.17,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3420,1016.09,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3581,123.26,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3575,107.34,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3557,120.92,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3432,739.85,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3542,123.58,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3519,123.83,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3475,107.38,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3445,279.21,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3469,122.92,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3440,293.28,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3409,123.17,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3235,944.10,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3405,107.54,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3395,123.35,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3362,307.76,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3367,107.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3312,138.76,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3316,123.52,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3185,758.59,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3311,124.85,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3297,123.98,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3293,124.08,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3289,124.53,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3290,124.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3286,124.49,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3156,802.51,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3278,125.11,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3274,125.89,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3256,123.05,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3249,123.34,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3140,706.42,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3206,292.29,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3202,291.87,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3220,122.21,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3208,121.00,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3141,307.64,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3175,122.87,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3167,122.22,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3162,122.77,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3168,107.00,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3157,122.68,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2939,1056.84,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,3091,309.59,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3045,289.16,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,3082,122.64,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3061,121.44,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3054,121.26,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3050,120.80,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,3047,120.18,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2926,688.64,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2887,814.09,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2974,291.18,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2938,122.61,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2903,294.08,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2931,107.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2909,125.71,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2905,109.00,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2771,695.85,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2863,279.98,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2760,693.29,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2888,108.29,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2876,124.69,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2826,278.58,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2864,125.16,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2868,109.65,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2836,121.89,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2830,121.98,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2680,874.41,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2781,324.25,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2643,1076.05,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2818,108.97,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2767,293.95,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2677,736.07,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2786,138.18,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2758,106.14,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2742,122.31,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2739,123.45,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2689,306.79,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2716,122.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2712,122.59,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2683,305.87,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2647,321.78,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2548,721.68,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2667,138.09,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2668,122.78,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2666,122.82,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2615,307.73,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2653,122.32,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2597,121.98,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2579,105.90,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2522,305.07,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2557,136.18,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2547,123.36,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2407,873.21,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2541,123.51,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2533,123.97,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2532,123.93,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2518,121.44,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2491,276.57,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2515,121.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2495,124.13,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2485,124.00,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2459,137.81,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2447,121.90,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2397,290.11,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2430,122.39,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2427,122.22,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2402,121.37,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2396,137.70,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2395,122.48,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2193,1127.73,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2345,293.34,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2388,123.40,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2389,123.36,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2364,123.48,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2353,123.30,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2343,138.52,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2321,124.63,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2324,124.59,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2308,124.26,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2208,648.95,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2285,122.62,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2264,124.22,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2229,138.60,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2200,309.69,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2228,107.83,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2217,122.69,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2171,309.09,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2164,292.98,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2194,125.20,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2191,124.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2169,122.33,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2137,123.41,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2129,123.97,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2126,123.75,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2120,123.69,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2072,309.07,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2112,122.17,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2108,136.73,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2107,136.72,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2066,307.79,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2097,120.93,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2101,120.88,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2082,125.11,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2035,291.76,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,2056,123.37,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2055,123.37,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1887,1026.38,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2051,137.59,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2046,121.24,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2042,121.07,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2033,120.21,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1998,322.22,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,1922,689.81,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2025,136.07,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2026,136.01,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1894,782.70,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,2014,139.89,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,2018,123.67,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1989,122.86,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1972,123.78,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1912,304.15,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,1951,121.92,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1821,840.80,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,1904,304.21,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,1938,108.12,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1929,122.92,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1781,997.97,1,0,West US 2,BudgetExhausted
S4-GoodCold+Degraded,PR,Degraded,1924,122.09,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1866,306.76,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,1892,122.53,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1879,139.30,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1871,124.09,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1838,137.69,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1822,121.64,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1813,107.76,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1810,107.89,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1783,122.78,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1709,308.77,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,1702,309.14,1,1,East US,None
S4-GoodCold+Degraded,PR,Degraded,1725,122.84,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1745,107.28,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Degraded,1705,122.87,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1587,30.58,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1582,30.58,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1580,30.57,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1573,30.57,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1574,30.55,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1636,15.39,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1619,15.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1584,15.13,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1464,30.59,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1508,15.46,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1476,30.57,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1506,15.45,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1494,30.50,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1504,15.44,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1517,15.40,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1500,30.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1432,15.14,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1384,31.50,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1387,31.49,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1378,31.48,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1388,31.46,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1377,31.42,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1392,31.41,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1401,15.16,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1407,15.13,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1422,15.08,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1434,15.03,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1325,30.45,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1347,15.36,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1282,15.45,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1261,31.22,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1235,31.23,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1258,31.18,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1243,31.20,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1248,31.19,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1285,15.36,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1237,15.81,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1254,15.76,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1223,15.80,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1215,15.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1186,30.81,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1161,30.87,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1212,15.47,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1195,15.55,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1171,30.82,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1194,15.53,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1156,30.79,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1174,30.75,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1172,30.75,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1202,15.44,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1173,30.74,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1108,30.10,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1109,30.06,0,0,West US 2,None
S4-GoodCold+Degraded,PR,Ok,1125,29.98,0,0,West US 2,None
