scenario,arm,phase,opIndex,latencyMs,metaRefresh,hedgeFired,winningRegion,skipReason
S2-BadColdStart,main,ColdStart,141,1652.42,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,132,1667.93,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,125,1452.37,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,124,1406.78,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,200,1822.16,1,0,West US 2,None
S2-BadColdStart,main,Ok,1662,30.34,0,0,West US 2,None
S2-BadColdStart,main,Ok,1617,30.24,0,0,West US 2,None
S2-BadColdStart,main,Ok,1637,30.15,0,0,West US 2,None
S2-BadColdStart,main,Ok,1647,15.26,0,0,West US 2,None
S2-BadColdStart,main,Ok,1630,30.15,0,0,West US 2,None
S2-BadColdStart,main,Ok,1616,15.04,0,0,West US 2,None
S2-BadColdStart,main,Ok,1579,30.37,0,0,West US 2,None
S2-BadColdStart,main,Ok,1606,30.27,0,0,West US 2,None
S2-BadColdStart,main,Ok,1586,30.27,0,0,West US 2,None
S2-BadColdStart,main,Ok,1555,31.22,0,0,West US 2,None
S2-BadColdStart,main,Ok,1602,15.29,0,0,West US 2,None
S2-BadColdStart,main,Ok,1580,15.35,0,0,West US 2,None
S2-BadColdStart,main,Ok,1550,31.18,0,0,West US 2,None
S2-BadColdStart,main,Ok,1599,15.24,0,0,West US 2,None
S2-BadColdStart,main,Ok,1569,15.91,0,0,West US 2,None
S2-BadColdStart,main,Ok,1548,15.93,0,0,West US 2,None
S2-BadColdStart,main,Ok,1567,15.90,0,0,West US 2,None
S2-BadColdStart,main,Ok,1533,31.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,1543,31.66,0,0,West US 2,None
S2-BadColdStart,main,Ok,1485,31.60,0,0,West US 2,None
S2-BadColdStart,main,Ok,1511,15.82,0,0,West US 2,None
S2-BadColdStart,main,Ok,1489,31.59,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,191,1915.10,1,0,West US 2,None
S2-BadColdStart,main,Ok,1481,15.82,0,0,West US 2,None
S2-BadColdStart,main,Ok,1483,15.80,0,0,West US 2,None
S2-BadColdStart,main,Ok,1505,15.75,0,0,West US 2,None
S2-BadColdStart,main,Ok,1493,15.79,0,0,West US 2,None
S2-BadColdStart,main,Ok,1461,31.10,0,0,West US 2,None
S2-BadColdStart,main,Ok,1492,15.79,0,0,West US 2,None
S2-BadColdStart,main,Ok,1495,15.77,0,0,West US 2,None
S2-BadColdStart,main,Ok,1487,15.76,0,0,West US 2,None
S2-BadColdStart,main,Ok,1451,31.08,0,0,West US 2,None
S2-BadColdStart,main,Ok,1409,15.87,0,0,West US 2,None
S2-BadColdStart,main,Ok,1408,15.84,0,0,West US 2,None
S2-BadColdStart,main,Ok,1422,15.82,0,0,West US 2,None
S2-BadColdStart,main,Ok,1418,15.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,1400,31.31,0,0,West US 2,None
S2-BadColdStart,main,Ok,1440,15.73,0,0,West US 2,None
S2-BadColdStart,main,Ok,1364,30.36,0,0,West US 2,None
S2-BadColdStart,main,Ok,1343,30.39,0,0,West US 2,None
S2-BadColdStart,main,Ok,1363,30.33,0,0,West US 2,None
S2-BadColdStart,main,Ok,1388,15.51,0,0,West US 2,None
S2-BadColdStart,main,Ok,1380,15.50,0,0,West US 2,None
S2-BadColdStart,main,Ok,1397,15.45,0,0,West US 2,None
S2-BadColdStart,main,Ok,1345,14.89,0,0,West US 2,None
S2-BadColdStart,main,Ok,1356,14.86,0,0,West US 2,None
S2-BadColdStart,main,Ok,1374,14.74,0,0,West US 2,None
S2-BadColdStart,main,Ok,1283,15.61,0,0,West US 2,None
S2-BadColdStart,main,Ok,1306,15.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,1295,15.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,1294,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1229,46.92,0,0,West US 2,None
S2-BadColdStart,main,Ok,1261,29.11,0,0,West US 2,None
S2-BadColdStart,main,Ok,1258,29.08,0,0,West US 2,None
S2-BadColdStart,main,Ok,1232,18.06,0,0,West US 2,None
S2-BadColdStart,main,Ok,1157,15.63,0,0,West US 2,None
S2-BadColdStart,main,Ok,1132,31.51,0,0,West US 2,None
S2-BadColdStart,main,Ok,1139,31.47,0,0,West US 2,None
S2-BadColdStart,main,Ok,1158,15.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,1169,15.50,0,0,West US 2,None
S2-BadColdStart,main,Ok,1127,31.42,0,0,West US 2,None
S2-BadColdStart,main,Ok,1140,31.37,0,0,West US 2,None
S2-BadColdStart,main,Ok,1110,30.97,0,0,West US 2,None
S2-BadColdStart,main,Ok,1106,30.96,0,0,West US 2,None
S2-BadColdStart,main,Ok,1030,15.44,0,0,West US 2,None
S2-BadColdStart,main,Ok,1029,15.44,0,0,West US 2,None
S2-BadColdStart,main,Ok,1024,15.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,985,31.16,0,0,West US 2,None
S2-BadColdStart,main,Ok,970,15.12,0,0,West US 2,None
S2-BadColdStart,main,Ok,955,30.99,0,0,West US 2,None
S2-BadColdStart,main,Ok,951,31.00,0,0,West US 2,None
S2-BadColdStart,main,Ok,978,15.06,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,190,1649.48,1,0,West US 2,None
S2-BadColdStart,main,Ok,930,31.84,0,0,West US 2,None
S2-BadColdStart,main,Ok,907,31.04,0,0,West US 2,None
S2-BadColdStart,main,Ok,900,31.05,0,0,West US 2,None
S2-BadColdStart,main,Ok,922,15.96,0,0,West US 2,None
S2-BadColdStart,main,Ok,935,15.89,0,0,West US 2,None
S2-BadColdStart,main,Ok,771,30.90,0,0,West US 2,None
S2-BadColdStart,main,Ok,792,15.81,0,0,West US 2,None
S2-BadColdStart,main,Ok,779,30.83,0,0,West US 2,None
S2-BadColdStart,main,Ok,776,15.10,0,0,West US 2,None
S2-BadColdStart,main,Ok,732,15.55,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,180,1803.31,1,0,West US 2,None
S2-BadColdStart,main,Ok,685,16.05,0,0,West US 2,None
S2-BadColdStart,main,Ok,686,16.00,0,0,West US 2,None
S2-BadColdStart,main,Ok,648,30.70,0,0,West US 2,None
S2-BadColdStart,main,Ok,669,15.79,0,0,West US 2,None
S2-BadColdStart,main,Ok,642,30.73,0,0,West US 2,None
S2-BadColdStart,main,Ok,672,15.74,0,0,West US 2,None
S2-BadColdStart,main,Ok,615,31.17,0,0,West US 2,None
S2-BadColdStart,main,Ok,632,15.39,0,0,West US 2,None
S2-BadColdStart,main,Ok,544,30.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,477,15.25,0,0,West US 2,None
S2-BadColdStart,main,Ok,450,30.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,449,30.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,458,30.52,0,0,West US 2,None
S2-BadColdStart,main,Ok,464,15.28,0,0,West US 2,None
S2-BadColdStart,main,Ok,455,15.24,0,0,West US 2,None
S2-BadColdStart,main,Ok,436,15.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,431,30.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,428,30.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,394,15.43,0,0,West US 2,None
S2-BadColdStart,main,Ok,403,15.35,0,0,West US 2,None
S2-BadColdStart,main,Ok,380,15.39,0,0,West US 2,None
S2-BadColdStart,main,Ok,374,15.52,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,154,1957.41,1,0,West US 2,None
S2-BadColdStart,main,Ok,345,15.86,0,0,West US 2,None
S2-BadColdStart,main,Ok,340,15.44,0,0,West US 2,None
S2-BadColdStart,main,Ok,321,30.52,0,0,West US 2,None
S2-BadColdStart,main,Ok,309,30.51,0,0,West US 2,None
S2-BadColdStart,main,Ok,312,30.49,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,175,1416.91,1,0,West US 2,None
S2-BadColdStart,main,Ok,287,29.85,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,158,1618.27,1,0,West US 2,None
S2-BadColdStart,main,Ok,236,29.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,231,29.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,228,30.44,0,0,West US 2,None
S2-BadColdStart,main,Ok,229,15.79,0,0,West US 2,None
S2-BadColdStart,main,Ok,226,15.77,0,0,West US 2,None
S2-BadColdStart,main,Ok,224,15.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,222,15.84,0,0,West US 2,None
S2-BadColdStart,main,Ok,216,31.71,0,0,West US 2,None
S2-BadColdStart,main,Ok,213,15.31,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,137,1900.02,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,147,1698.48,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,104,1865.44,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,117,1406.71,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,113,1419.40,1,0,West US 2,None
S2-BadColdStart,main,Ok,1676,30.13,0,0,West US 2,None
S2-BadColdStart,main,Ok,1597,30.29,0,0,West US 2,None
S2-BadColdStart,main,Ok,1560,15.89,0,0,West US 2,None
S2-BadColdStart,main,Ok,1528,31.68,0,0,West US 2,None
S2-BadColdStart,main,Ok,1455,31.07,0,0,West US 2,None
S2-BadColdStart,main,Ok,1410,31.22,0,0,West US 2,None
S2-BadColdStart,main,Ok,1432,31.15,0,0,West US 2,None
S2-BadColdStart,main,Ok,1447,15.31,0,0,West US 2,None
S2-BadColdStart,main,Ok,1456,15.27,0,0,West US 2,None
S2-BadColdStart,main,Ok,1474,15.20,0,0,West US 2,None
S2-BadColdStart,main,Ok,1415,31.09,0,0,West US 2,None
S2-BadColdStart,main,Ok,1454,15.28,0,0,West US 2,None
S2-BadColdStart,main,Ok,1473,15.21,0,0,West US 2,None
S2-BadColdStart,main,Ok,1366,30.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,1401,15.55,0,0,West US 2,None
S2-BadColdStart,main,Ok,1387,15.58,0,0,West US 2,None
S2-BadColdStart,main,Ok,1382,15.55,0,0,West US 2,None
S2-BadColdStart,main,Ok,1346,30.38,0,0,West US 2,None
S2-BadColdStart,main,Ok,1359,30.33,0,0,West US 2,None
S2-BadColdStart,main,Ok,1373,30.31,0,0,West US 2,None
S2-BadColdStart,main,Ok,1378,15.52,0,0,West US 2,None
S2-BadColdStart,main,Ok,1404,15.45,0,0,West US 2,None
S2-BadColdStart,main,Ok,1340,15.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,1308,15.51,0,0,West US 2,None
S2-BadColdStart,main,Ok,1250,30.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,1253,30.70,0,0,West US 2,None
S2-BadColdStart,main,Ok,1269,28.71,0,0,West US 2,None
S2-BadColdStart,main,Ok,1216,18.04,0,0,West US 2,None
S2-BadColdStart,main,Ok,1181,31.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,1195,31.81,0,0,West US 2,None
S2-BadColdStart,main,Ok,1187,31.76,0,0,West US 2,None
S2-BadColdStart,main,Ok,1226,16.18,0,0,West US 2,None
S2-BadColdStart,main,Ok,1234,16.15,0,0,West US 2,None
S2-BadColdStart,main,Ok,1223,16.12,0,0,West US 2,None
S2-BadColdStart,main,Ok,1185,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1143,15.86,0,0,West US 2,None
S2-BadColdStart,main,Ok,1146,15.73,0,0,West US 2,None
S2-BadColdStart,main,Ok,1167,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1131,31.50,0,0,West US 2,None
S2-BadColdStart,main,Ok,1148,15.67,0,0,West US 2,None
S2-BadColdStart,main,Ok,1114,31.51,0,0,West US 2,None
S2-BadColdStart,main,Ok,1124,31.43,0,0,West US 2,None
S2-BadColdStart,main,Ok,1137,31.44,0,0,West US 2,None
S2-BadColdStart,main,Ok,1115,16.00,0,0,West US 2,None
S2-BadColdStart,main,Ok,1109,15.09,0,0,West US 2,None
S2-BadColdStart,main,Ok,1057,30.98,0,0,West US 2,None
S2-BadColdStart,main,Ok,1065,30.96,0,0,West US 2,None
S2-BadColdStart,main,Ok,1081,30.95,0,0,West US 2,None
S2-BadColdStart,main,Ok,1063,30.94,0,0,West US 2,None
S2-BadColdStart,main,Ok,1079,30.92,0,0,West US 2,None
S2-BadColdStart,main,Ok,1055,30.98,0,0,West US 2,None
S2-BadColdStart,main,Ok,1082,30.90,0,0,West US 2,None
S2-BadColdStart,main,Ok,1088,15.02,0,0,West US 2,None
S2-BadColdStart,main,Ok,1066,30.91,0,0,West US 2,None
S2-BadColdStart,main,Ok,1102,14.97,0,0,West US 2,None
S2-BadColdStart,main,Ok,1052,15.97,0,0,West US 2,None
S2-BadColdStart,main,Ok,1050,31.33,0,0,West US 2,None
S2-BadColdStart,main,Ok,1034,15.47,0,0,West US 2,None
S2-BadColdStart,main,Ok,1007,15.97,0,0,West US 2,None
S2-BadColdStart,main,Ok,897,15.10,0,0,West US 2,None
S2-BadColdStart,main,Ok,880,14.88,0,0,West US 2,None
S2-BadColdStart,main,Ok,867,15.59,0,0,West US 2,None
S2-BadColdStart,main,Ok,824,15.86,0,0,West US 2,None
S2-BadColdStart,main,Ok,818,15.86,0,0,West US 2,None
S2-BadColdStart,main,Ok,828,15.83,0,0,West US 2,None
S2-BadColdStart,main,Ok,794,31.63,0,0,West US 2,None
S2-BadColdStart,main,Ok,814,15.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,784,15.01,0,0,West US 2,None
S2-BadColdStart,main,Ok,770,15.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,749,15.75,0,0,West US 2,None
S2-BadColdStart,main,Ok,751,15.72,0,0,West US 2,None
S2-BadColdStart,main,Ok,760,15.67,0,0,West US 2,None
S2-BadColdStart,main,Ok,688,16.04,0,0,West US 2,None
S2-BadColdStart,main,Ok,695,16.03,0,0,West US 2,None
S2-BadColdStart,main,Ok,702,16.02,0,0,West US 2,None
S2-BadColdStart,main,Ok,664,31.81,0,0,West US 2,None
S2-BadColdStart,main,Ok,681,31.80,0,0,West US 2,None
S2-BadColdStart,main,Ok,671,31.77,0,0,West US 2,None
S2-BadColdStart,main,Ok,629,30.38,0,0,West US 2,None
S2-BadColdStart,main,Ok,618,30.43,0,0,West US 2,None
S2-BadColdStart,main,Ok,620,30.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,645,14.91,0,0,West US 2,None
S2-BadColdStart,main,Ok,655,14.89,0,0,West US 2,None
S2-BadColdStart,main,Ok,633,30.33,0,0,West US 2,None
S2-BadColdStart,main,Ok,657,14.86,0,0,West US 2,None
S2-BadColdStart,main,Ok,639,15.46,0,0,West US 2,None
S2-BadColdStart,main,Ok,625,15.46,0,0,West US 2,None
S2-BadColdStart,main,Ok,601,31.58,0,0,West US 2,None
S2-BadColdStart,main,Ok,561,15.65,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,184,1570.39,1,0,West US 2,None
S2-BadColdStart,main,Ok,568,15.63,0,0,West US 2,None
S2-BadColdStart,main,Ok,566,15.62,0,0,West US 2,None
S2-BadColdStart,main,Ok,560,15.58,0,0,West US 2,None
S2-BadColdStart,main,Ok,558,15.55,0,0,West US 2,None
S2-BadColdStart,main,Ok,512,45.37,0,0,West US 2,None
S2-BadColdStart,main,Ok,518,45.35,0,0,West US 2,None
S2-BadColdStart,main,Ok,533,29.93,0,0,West US 2,None
S2-BadColdStart,main,Ok,514,45.34,0,0,West US 2,None
S2-BadColdStart,main,Ok,534,29.92,0,0,West US 2,None
S2-BadColdStart,main,Ok,521,45.36,0,0,West US 2,None
S2-BadColdStart,main,Ok,535,29.91,0,0,West US 2,None
S2-BadColdStart,main,Ok,539,29.88,0,0,West US 2,None
S2-BadColdStart,main,Ok,500,31.08,0,0,West US 2,None
S2-BadColdStart,main,Ok,499,31.02,0,0,West US 2,None
S2-BadColdStart,main,Ok,506,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,484,16.19,0,0,West US 2,None
S2-BadColdStart,main,Ok,474,31.44,0,0,West US 2,None
S2-BadColdStart,main,Ok,466,15.30,0,0,West US 2,None
S2-BadColdStart,main,Ok,448,15.31,0,0,West US 2,None
S2-BadColdStart,main,Ok,461,15.28,0,0,West US 2,None
S2-BadColdStart,main,Ok,457,15.26,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,165,1787.58,1,0,West US 2,None
S2-BadColdStart,main,Ok,433,15.71,0,0,West US 2,None
S2-BadColdStart,main,Ok,391,30.68,0,0,West US 2,None
S2-BadColdStart,main,Ok,419,15.15,0,0,West US 2,None
S2-BadColdStart,main,Ok,389,15.49,0,0,West US 2,None
S2-BadColdStart,main,Ok,399,15.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,378,30.87,0,0,West US 2,None
S2-BadColdStart,main,Ok,387,15.48,0,0,West US 2,None
S2-BadColdStart,main,Ok,373,15.52,0,0,West US 2,None
S2-BadColdStart,main,Ok,359,30.96,0,0,West US 2,None
S2-BadColdStart,main,Ok,357,30.93,0,0,West US 2,None
S2-BadColdStart,main,Ok,356,15.42,0,0,West US 2,None
S2-BadColdStart,main,Ok,354,15.42,0,0,West US 2,None
S2-BadColdStart,main,Ok,363,15.40,0,0,West US 2,None
S2-BadColdStart,main,Ok,283,15.04,0,0,West US 2,None
S2-BadColdStart,main,Ok,246,30.80,0,0,West US 2,None
S2-BadColdStart,main,Ok,250,15.91,0,0,West US 2,None
S2-BadColdStart,main,Ok,251,15.89,0,0,West US 2,None
S2-BadColdStart,main,Ok,247,14.84,0,0,West US 2,None
S2-BadColdStart,main,Ok,242,15.27,0,0,West US 2,None
S2-BadColdStart,main,Ok,219,15.51,0,0,West US 2,None
S2-BadColdStart,main,Ok,218,15.11,0,0,West US 2,None
S2-BadColdStart,main,Ok,212,15.87,0,0,West US 2,None
S2-BadColdStart,main,Ok,209,30.89,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,159,1278.91,1,0,West US 2,None
S2-BadColdStart,main,Ok,202,15.81,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,155,1232.74,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,129,1575.77,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,116,1730.11,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,87,1224.65,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,65,1344.49,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,61,1407.13,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,64,1313.80,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,99,1515.09,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,94,1561.18,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,85,1670.45,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,54,2114.00,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,81,1668.95,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,79,1589.62,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,73,1589.65,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,77,1559.40,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,72,1346.28,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,56,1590.47,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,32,1929.43,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,40,1914.45,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,115,1712.74,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,16,1867.39,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,133,1404.79,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,86,1716.13,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,70,1898.25,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,100,1375.09,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,63,1945.07,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,66,1774.23,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,67,1726.46,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,92,1298.06,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,55,1514.59,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,57,1264.95,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,10,2007.19,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,26,1727.83,1,0,West US 2,None
S2-BadColdStart,main,ColdStart,39,1696.71,1,0,West US 2,None
S2-BadColdStart,main,Ok,1635,30.14,0,0,West US 2,None
S2-BadColdStart,main,Ok,1642,15.20,0,0,West US 2,None
S2-BadColdStart,main,Ok,1659,15.13,0,0,West US 2,None
S2-BadColdStart,main,Ok,1581,30.37,0,0,West US 2,None
S2-BadColdStart,main,Ok,1598,30.28,0,0,West US 2,None
S2-BadColdStart,main,Ok,1600,30.26,0,0,West US 2,None
S2-BadColdStart,main,Ok,1587,30.27,0,0,West US 2,None
S2-BadColdStart,main,Ok,1624,14.94,0,0,West US 2,None
S2-BadColdStart,main,Ok,1634,14.87,0,0,West US 2,None
S2-BadColdStart,main,Ok,1593,30.18,0,0,West US 2,None
S2-BadColdStart,main,Ok,1553,31.23,0,0,West US 2,None
S2-BadColdStart,main,Ok,1604,15.30,0,0,West US 2,None
S2-BadColdStart,main,Ok,1609,15.28,0,0,West US 2,None
S2-BadColdStart,main,Ok,1573,31.16,0,0,West US 2,None
S2-BadColdStart,main,Ok,1590,15.24,0,0,West US 2,None
S2-BadColdStart,main,Ok,1535,31.69,0,0,West US 2,None
S2-BadColdStart,main,Ok,1531,31.69,0,0,West US 2,None
S2-BadColdStart,main,Ok,1523,31.66,0,0,West US 2,None
S2-BadColdStart,main,Ok,1512,31.65,0,0,West US 2,None
S2-BadColdStart,main,Ok,1575,15.80,0,0,West US 2,None
S2-BadColdStart,main,Ok,1501,31.62,0,0,West US 2,None
S2-BadColdStart,main,Ok,1507,15.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,1503,15.77,0,0,West US 2,None
S2-BadColdStart,main,Ok,1469,31.08,0,0,West US 2,None
S2-BadColdStart,main,Ok,1468,31.07,0,0,West US 2,None
S2-BadColdStart,main,Ok,1458,31.09,0,0,West US 2,None
S2-BadColdStart,main,Ok,1452,31.11,0,0,West US 2,None
S2-BadColdStart,main,Ok,1478,15.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,1494,15.77,0,0,West US 2,None
S2-BadColdStart,main,Ok,1441,31.15,0,0,West US 2,None
S2-BadColdStart,main,Ok,1436,31.16,0,0,West US 2,None
S2-BadColdStart,main,Ok,1471,15.27,0,0,West US 2,None
S2-BadColdStart,main,Ok,1379,15.59,0,0,West US 2,None
S2-BadColdStart,main,Ok,1405,15.54,0,0,West US 2,None
S2-BadColdStart,main,Ok,1349,30.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,1386,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1352,30.38,0,0,West US 2,None
S2-BadColdStart,main,Ok,1384,15.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,1347,30.38,0,0,West US 2,None
S2-BadColdStart,main,Ok,1354,14.85,0,0,West US 2,None
S2-BadColdStart,main,Ok,1341,30.62,0,0,West US 2,None
S2-BadColdStart,main,Ok,1329,30.63,0,0,West US 2,None
S2-BadColdStart,main,Ok,1318,30.63,0,0,West US 2,None
S2-BadColdStart,main,Ok,1350,14.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,1279,31.45,0,0,West US 2,None
S2-BadColdStart,main,Ok,1287,31.46,0,0,West US 2,None
S2-BadColdStart,main,Ok,1335,15.81,0,0,West US 2,None
S2-BadColdStart,main,Ok,1326,15.83,0,0,West US 2,None
S2-BadColdStart,main,Ok,1312,31.35,0,0,West US 2,None
S2-BadColdStart,main,Ok,1296,31.38,0,0,West US 2,None
S2-BadColdStart,main,Ok,1319,15.78,0,0,West US 2,None
S2-BadColdStart,main,Ok,1321,15.76,0,0,West US 2,None
S2-BadColdStart,main,Ok,1313,15.59,0,0,West US 2,None
S2-BadColdStart,main,Ok,1286,15.62,0,0,West US 2,None
S2-BadColdStart,main,Ok,1280,15.61,0,0,West US 2,None
S2-BadColdStart,main,Ok,1311,15.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,1309,15.55,0,0,West US 2,None
S2-BadColdStart,main,Ok,1292,15.58,0,0,West US 2,None
S2-BadColdStart,main,Ok,1291,15.58,0,0,West US 2,None
S2-BadColdStart,main,Ok,1297,15.53,0,0,West US 2,None
S2-BadColdStart,main,Ok,1238,17.97,0,0,West US 2,None
S2-BadColdStart,main,Ok,1196,31.79,0,0,West US 2,None
S2-BadColdStart,main,Ok,1186,31.77,0,0,West US 2,None
S2-BadColdStart,main,Ok,1207,16.21,0,0,West US 2,None
S2-BadColdStart,main,Ok,1228,16.16,0,0,West US 2,None
S2-BadColdStart,main,Ok,1203,31.73,0,0,West US 2,None
S2-BadColdStart,main,Ok,1221,16.11,0,0,West US 2,None
S2-BadColdStart,main,Ok,1202,15.60,0,0,West US 2,None
S2-BadColdStart,main,Ok,1152,31.29,0,0,West US 2,None
S2-BadColdStart,main,Ok,1178,15.60,0,0,West US 2,None
S2-BadColdStart,main,Ok,1198,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1156,31.24,0,0,West US 2,None
S2-BadColdStart,main,Ok,1180,15.55,0,0,West US 2,None
S2-BadColdStart,main,Ok,1194,15.56,0,0,West US 2,None
S2-BadColdStart,main,Ok,1190,15.54,0,0,West US 2,None
S2-BadColdStart,main,Ok,1173,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1179,15.54,0,0,West US 2,None
S2-BadColdStart,main,Ok,1136,31.52,0,0,West US 2,None
S2-BadColdStart,main,Ok,1150,15.71,0,0,West US 2,None
S2-BadColdStart,main,Ok,1113,31.52,0,0,West US 2,None
S2-BadColdStart,main,Ok,1130,31.50,0,0,West US 2,None
S2-BadColdStart,main,Ok,1160,15.57,0,0,West US 2,None
S2-BadColdStart,main,Ok,1135,31.47,0,0,West US 2,None
S2-BadColdStart,main,Ok,1168,15.49,0,0,West US 2,None
S2-BadColdStart,main,Ok,1126,15.87,0,0,West US 2,None
S2-BadColdStart,main,Ok,1123,15.68,0,0,West US 2,None
S2-BadColdStart,main,Ok,1129,15.60,0,0,West US 2,None
S2-BadColdStart,main,Ok,1025,31.43,0,0,West US 2,None
S2-BadColdStart,main,Ok,1072,15.95,0,0,West US 2,None
S2-BadColdStart,main,Ok,1061,15.93,0,0,West US 2,None
S2-BadColdStart,main,Ok,1069,15.91,0,0,West US 2,None
S2-BadColdStart,main,Ok,1047,15.41,0,0,West US 2,None
S2-BadColdStart,main,Ok,977,31.09,0,0,West US 2,None
S2-BadColdStart,main,Ok,995,31.05,0,0,West US 2,None
S2-BadColdStart,main,Ok,1005,15.99,0,0,West US 2,None
S2-BadColdStart,main,Ok,999,15.98,0,0,West US 2,None
S2-BadColdStart,main,Ok,991,15.07,0,0,West US 2,None
S2-BadColdStart,main,Ok,923,31.90,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,196,1526.57,1,0,West US 2,None
S2-BadColdStart,main,Ok,938,31.83,0,0,West US 2,None
S2-BadColdStart,main,Ok,936,31.74,0,0,West US 2,None
S2-BadColdStart,main,Ok,961,15.78,0,0,West US 2,None
S2-BadColdStart,main,ColdStart,187,1712.18,1,0,West US 2,None
S2-BadColdStart,main,Ok,917,31.75,0,0,West US 2,None
S2-BadColdStart,main,Ok,931,31.73,0,0,West US 2,None
S2-BadColdStart,main,Ok,944,31.73,0,0,West US 2,None
